Isotope,Energy (keV),XS (mb),Info
227Th,712.84,39.262896841499995,"(n,g)227Th"
227Th,244.32,12.613163856299998,"(n,g)227Th"
227Th,298.3,0.19628330503949995,"(n,g)227Th"
227Th,225.2,0.048276048721499994,"(n,g)227Th"
227Th,289.3,0.017739362215799998,"(n,g)227Th"
227Th,248.2,0.00396087907365,"(n,g)227Th"
227Th,278.0,3.359894255999999e-05,"(n,g)227Th"
227Th,269.0,2.2511486384999996e-05,"(n,g)227Th"
228Th,0.01,42580.56131262021,"(n,g)228Th"
228Th,29.19,34494.78917032402,"(n,g)228Th"
228Th,71.82,14802.466996151323,"(n,g)228Th"
228Th,164.52,9927.03797151921,"(n,g)228Th"
228Th,259.33,7307.095211948929,"(n,g)228Th"
228Th,261.92,7039.411917428262,"(n,g)228Th"
228Th,42.44,6492.78706007152,"(n,g)228Th"
228Th,146.34,5968.4745335213665,"(n,g)228Th"
228Th,21.0,5162.5322331528005,"(n,g)228Th"
228Th,86.93,3728.270768853646,"(n,g)228Th"
