Description: None
Label: None
Date created: 2026-04-21
Real time (s): None
Live time (s): None
Energy calibration: -1.3227E-01ch^0 + 8.7313E-01ch^1
counts,counts_err,Energy (keV)
149.0,12.206555615733702,323.79915006699844
144.0,12.0,324.6722805718854
145.0,12.041594578792296,325.5454110767723
144.0,12.0,326.4185415816593
136.0,11.661903789690601,327.29167208654627
128.0,11.313708498984761,328.1648025914333
142.0,11.916375287812984,329.0379330963202
129.0,11.357816691600547,329.9110636012072
138.0,11.74734012447073,330.78419410609416
141.0,11.874342087037917,331.65732461098116
148.0,12.165525060596439,332.5304551158681
110.0,10.488088481701515,333.4035856207551
143.0,11.958260743101398,334.27671612564205
138.0,11.74734012447073,335.14984663052905
120.0,10.954451150103322,336.022977135416
123.0,11.090536506409418,336.896107640303
122.0,11.045361017187261,337.76923814518995
117.0,10.816653826391969,338.64236865007695
139.0,11.789826122551595,339.5154991549639
127.0,11.269427669584644,340.3886296598509
136.0,11.661903789690601,341.26176016473784
117.0,10.816653826391969,342.13489066962484
139.0,11.789826122551595,343.0080211745118
126.0,11.224972160321824,343.8811516793988
133.0,11.532562594670797,344.7542821842857
129.0,11.357816691600547,345.6274126891727
133.0,11.532562594670797,346.5005431940597
132.0,11.489125293076057,347.3736736989466
145.0,12.041594578792296,348.2468042038336
138.0,11.74734012447073,349.11993470872056
128.0,11.313708498984761,349.99306521360757
134.0,11.575836902790225,350.8661957184945
150.0,12.24744871391589,351.7393262233815
154.0,12.409673645990857,352.61245672826846
131.0,11.445523142259598,353.48558723315546
133.0,11.532562594670797,354.3587177380424
130.0,11.40175425099138,355.2318482429294
134.0,11.575836902790225,356.10497874781635
125.0,11.180339887498949,356.97810925270335
129.0,11.357816691600547,357.8512397575903
119.0,10.908712114635714,358.7243702624773
132.0,11.489125293076057,359.59750076736424
138.0,11.74734012447073,360.47063127225124
130.0,11.40175425099138,361.3437617771382
133.0,11.532562594670797,362.2168922820252
107.0,10.344080432788601,363.09002278691213
119.0,10.908712114635714,363.96315329179913
136.0,11.661903789690601,364.8362837966861
110.0,10.488088481701515,365.709414301573
120.0,10.954451150103322,366.58254480646
119.0,10.908712114635714,367.45567531134697
102.0,10.099504938362077,368.32880581623397
128.0,11.313708498984761,369.2019363211209
122.0,11.045361017187261,370.0750668260079
99.0,9.9498743710662,370.94819733089486
115.0,10.723805294763608,371.82132783578186
124.0,11.135528725660043,372.6944583406688
139.0,11.789826122551595,373.5675888455558
125.0,11.180339887498949,374.44071935044275
87.0,9.327379053088816,375.31384985532975
113.0,10.63014581273465,376.1869803602167
102.0,10.099504938362077,377.0601108651037
124.0,11.135528725660043,377.93324136999064
88.0,9.38083151964686,378.80637187487764
112.0,10.583005244258363,379.6795023797646
125.0,11.180339887498949,380.5526328846516
104.0,10.198039027185569,381.42576338953853
102.0,10.099504938362077,382.29889389442553
100.0,10.0,383.1720243993125
131.0,11.445523142259598,384.0451549041995
119.0,10.908712114635714,384.9182854090864
125.0,11.180339887498949,385.7914159139734
110.0,10.488088481701515,386.66454641886037
117.0,10.816653826391969,387.5376769237473
98.0,9.899494936611665,388.4108074286343
105.0,10.246950765959598,389.28393793352126
101.0,10.04987562112089,390.15706843840826
104.0,10.198039027185569,391.0301989432952
100.0,10.0,391.9033294481822
118.0,10.862780491200215,392.77645995306915
104.0,10.198039027185569,393.64959045795615
100.0,10.0,394.5227209628431
102.0,10.099504938362077,395.3958514677301
110.0,10.488088481701515,396.26898197261704
109.0,10.44030650891055,397.14211247750404
105.0,10.246950765959598,398.015242982391
107.0,10.344080432788601,398.888373487278
110.0,10.488088481701515,399.76150399216493
90.0,9.486832980505138,400.63463449705193
105.0,10.246950765959598,401.5077650019389
108.0,10.392304845413264,402.3808955068259
95.0,9.746794344808963,403.2540260117128
89.0,9.433981132056603,404.1271565165998
97.0,9.848857801796104,405.00028702148677
104.0,10.198039027185569,405.87341752637377
90.0,9.486832980505138,406.7465480312607
94.0,9.695359714832659,407.61967853614766
106.0,10.295630140987,408.49280904103466
101.0,10.04987562112089,409.3659395459216
105.0,10.246950765959598,410.2390700508086
93.0,9.643650760992955,411.11220055569555
104.0,10.198039027185569,411.98533106058255
111.0,10.535653752852738,412.8584615654695
74.0,8.602325267042627,413.7315920703565
106.0,10.295630140987,414.60472257524344
98.0,9.899494936611665,415.47785308013044
94.0,9.695359714832659,416.3509835850174
111.0,10.535653752852738,417.2241140899044
85.0,9.219544457292887,418.09724459479133
93.0,9.643650760992955,418.97037509967834
105.0,10.246950765959598,419.8435056045653
93.0,9.643650760992955,420.7166361094523
111.0,10.535653752852738,421.5897666143392
125.0,11.180339887498949,422.4628971192262
100.0,10.0,423.33602762411317
93.0,9.643650760992955,424.2091581290002
119.0,10.908712114635714,425.0822886338871
89.0,9.433981132056603,425.9554191387741
114.0,10.677078252031311,426.82854964366106
94.0,9.695359714832659,427.701680148548
93.0,9.643650760992955,428.574810653435
108.0,10.392304845413264,429.44794115832195
